,A1,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E1_g,E1_h,E2
1182,2,2,2,2,2,2,1,2,2,E1_f
1183,2,2,2,2,2,2,1,1,1,-99
1184,2,1,2,2,2,2,2,2,2,E1_a
1185,4,2,2,2,2,2,1,1,2,6
1186,2,1,2,2,2,2,2,1,2,1
1187,4,1,2,2,2,2,2,1,2,1
1188,5,1,2,2,2,2,2,2,2,E1_a
1189,1,1,2,2,2,2,2,2,2,E1_a
1190,2,1,2,2,2,2,2,1,2,1
1191,5,2,2,2,2,2,1,1,1,8
1192,1,1,2,2,2,2,2,2,2,E1_a
1193,2,1,2,2,2,2,2,1,2,1
1194,2,1,2,2,2,2,2,2,2,E1_a
1195,2,2,2,2,2,2,1,2,2,E1_f
1196,4,2,1,1,2,2,2,1,2,2
1197,2,1,2,2,2,2,2,1,2,1
1198,4,1,2,2,2,2,2,2,2,E1_a
1199,2,1,2,2,2,2,2,2,2,E1_a
1200,3,1,2,2,2,2,2,2,2,E1_a
1201,4,1,2,2,2,2,2,2,2,E1_a
1202,1,1,2,2,2,2,2,2,2,E1_a
1203,4,2,2,1,1,2,2,2,1,8
1204,2,2,2,2,2,2,1,1,2,6
1205,2,2,2,2,2,2,1,1,1,6
1206,2,1,2,2,2,2,2,2,2,E1_a
1207,2,1,2,2,2,2,2,1,2,1
1208,2,1,2,2,2,2,2,1,2,7
1209,4,1,2,2,2,2,2,1,2,7
1210,1,2,2,2,2,2,1,1,1,8
1211,4,1,2,2,2,2,2,2,2,E1_a
1212,2,1,2,2,2,2,2,1,2,1
1213,2,1,2,2,2,2,2,1,2,1
1214,2,2,2,2,2,1,2,1,2,5
1215,2,1,2,2,2,2,2,2,2,E1_a
1216,1,2,2,2,2,2,1,2,2,E1_f
1217,2,2,2,2,1,2,2,1,2,7
1218,4,1,2,2,2,2,2,2,2,E1_a
1219,5,1,2,2,2,2,2,2,2,E1_a
1220,2,2,2,2,1,1,2,2,2,4
1221,1,2,2,2,2,2,1,2,2,E1_f
1222,1,2,2,2,2,2,1,2,2,E1_f
1223,5,2,2,2,2,1,1,1,-98,6
1224,2,1,2,2,2,2,2,1,2,1
1225,1,1,2,2,2,2,2,2,2,E1_a
1226,2,2,2,2,2,2,1,2,2,E1_f
1227,1,1,2,2,2,2,2,2,2,E1_a
1228,1,1,1,1,1,2,2,1,1,1
1229,4,1,2,2,2,2,2,2,2,E1_a
1230,2,2,2,2,2,2,2,2,-98, 
1231,4,1,2,2,2,2,2,1,2,1
1232,2,2,2,2,2,1,1,2,2,5
1233,2,1,2,2,2,2,2,1,2,1
1234,2,1,2,2,2,2,2,2,2,E1_a
1235,2,1,2,2,2,2,2,1,2,1
1236,4,1,2,2,2,2,2,1,2,1
1237,2,2,2,2,2,2,2,1,1,8
1238,2,1,1,1,2,2,2,2,1,2
1239,2,2,2,2,2,2,1,1,1,6
1240,2,2,2,2,2,2,1,1,2,6
1241,2,1,2,2,2,2,2,1,2,1
1242,2,1,2,2,2,2,2,1,2,1
1243,2,2,2,2,2,2,1,2,1,8
1244,4,1,1,2,2,2,2,1,2,1
1245,2,1,2,1,1,2,2,2,-98,3
1246,1,2,1,2,2,2,2,1,2,2
1247,2,1,2,2,2,2,2,1,1,1
1248,2,1,1,2,2,2,2,2,2,1
1249,2,1,1,2,2,2,2,1,2,1
1250,2,2,2,2,2,2,1,2,2,E1_f
1251,2,1,2,2,2,2,2,1,-98,1
1252,4,1,1,2,2,2,2,1,2,1
1253,2,1,2,2,2,2,2,1,2,7
1254,-98,2,2,2,2,2,2,1,2,E1_g
1255,2,1,2,2,2,2,2,1,2,1
1256,2,1,2,2,2,2,2,2,2,E1_a
1257,1,1,2,2,2,2,2,1,2,1
1258,2,1,2,2,2,2,2,2,2,E1_a
1259,2,2,1,1,2,2,2,2,2,2
1260,2,2,1,2,2,2,2,2,2,E1_b
1261,4,2,2,2,2,2,1,1,1,6
1262,2,1,2,2,2,2,2,2,2,E1_a
1263,4,1,2,2,2,2,2,1,1,8
1264,2,1,2,2,2,2,2,1,2,1
1265,4,1,2,2,2,1,2,1,2,5
1266,2,1,2,2,2,2,2,1,2,1
1267,2,1,2,2,2,2,2,1,2,7
1268,4,2,2,2,2,2,1,1,2,7
1269,1,1,2,2,2,2,2,2,2,E1_a
1270,2,1,2,2,2,2,2,2,2,E1_a
1271,5,2,2,1,1,2,2,2,2,3
1272,2,1,2,2,2,2,2,1,2,1
1273,4,2,1,1,1,2,2,1,2,2
1274,2,2,2,2,2,2,1,1,2,6
1275,4,1,1,2,2,2,2,1,2,2
1276,2,2,2,2,2,2,2,1,2,E1_g
1277,4,1,2,2,2,2,2,1,1,8
1278,2,2,2,2,2,2,1,2,2,E1_f
1279,2,2,2,2,2,1,1,1,1,8
1280,5,1,1,2,2,2,2,1,2,1
1281,5,1,2,2,2,2,2,1,2,1
1282,2,2,2,2,2,2,2,1,2,E1_g
1283,4,2,2,2,2,1,2,2,1,5
1284,3,2,2,2,2,1,1,2,2,6
1285,2,1,2,2,2,2,2,2,2,E1_a
1286,2,1,2,2,2,2,2,1,-98,1
1287,2,1,2,2,2,2,2,1,2,1
1288,2,1,1,2,2,2,2,1,2,1
1289,2,2,2,1,2,2,2,2,2,E1_c
1290,2,1,2,2,2,2,2,1,1,1
1291,2,1,2,2,2,2,2,1,2,1
1292,2,2,2,2,2,2,1,2,2,E1_f
1293,2,1,2,2,2,2,2,2,2,E1_a
1294,2,2,2,2,2,2,2,1,2,E1_g
1295,5,1,2,2,2,2,2,1,2,1
1296,1,1,2,2,2,2,2,2,2,E1_a
1297,2,2,2,2,2,2,1,1,2,6
1298,4,2,2,2,2,2,1,2,2,E1_f
1299,2,2,2,2,1,2,1,1,2,6
1300,2,2,2,2,2,2,1,1,-98,6
1301,1,1,2,2,2,2,2,1,2,1
1302,4,1,2,2,2,2,2,1,2,1
1303,2,1,2,2,2,2,2,2,2,E1_a
1304,1,2,2,2,2,2,1,2,2,E1_f
1305,1,1,2,2,2,2,2,2,2,E1_a
1306,1,2,2,1,2,2,2,2,2,E1_c
1307,4,1,2,2,2,2,2,2,2,E1_a
1308,2,1,2,2,2,2,2,2,2,E1_a
1309,2,1,2,2,2,2,2,2,1,1
1310,1,1,2,2,2,2,2,1,2,1
1311,1,2,2,2,2,2,1,2,2,E1_f
1312,2,2,2,2,2,2,1,2,2,E1_f
1313,2,2,2,2,2,2,1,1,2,6
1314,2,1,2,2,2,2,2,1,2,1
1315,1,2,2,2,2,2,1,2,-98,E1_f
1316,2,2,2,2,2,2,2,2,2, 
1317,1,2,2,2,2,2,1,2,2,E1_f
1318,1,2,2,2,2,2,1,2,2,E1_f
1319,2,2,2,2,2,2,1,2,2,E1_f
1320,5,1,2,2,2,2,2,2,-98,E1_a
1321,2,2,2,2,2,2,1,1,2,6
1322,5,2,2,2,1,1,2,1,2,5
1323,2,2,2,2,2,2,1,2,2,E1_f
1324,4,2,2,2,1,2,2,2,1,-100
1325,2,2,2,2,2,2,1,2,1,8
1326,2,1,2,2,2,2,2,1,2,7
1327,4,2,2,2,2,2,1,1,-99,6
1328,4,1,2,2,2,2,2,1,2,1
1329,2,2,2,2,1,2,2,2,2,E1_d
1330,2,1,2,2,2,2,2,2,2,E1_a
1331,1,2,2,2,2,2,1,2,2,E1_f
1332,2,1,2,2,2,2,2,2,2,E1_a
1333,2,2,2,2,2,2,1,1,1,6
1334,2,1,2,2,2,2,2,2,2,E1_a
1335,2,1,2,2,2,2,2,2,2,E1_a
1336,2,1,2,2,2,2,2,2,2,E1_a
1337,2,1,2,2,2,2,2,1,2,1
1338,5,2,2,2,2,2,1,1,2,6
1339,1,2,2,2,2,2,1,2,2,E1_f
1340,2,2,2,2,2,2,1,2,2,E1_f
1341,2,1,2,2,2,2,2,2,-98,E1_a
1342,1,2,2,2,2,2,1,2,2,E1_f
1343,2,2,2,2,2,2,1,1,1,6
1344,2,1,2,2,2,2,2,1,2,1
1345,1,1,2,2,2,2,2,1,2,1
1346,2,2,2,2,1,2,2,1,1,8
1347,4,1,2,2,2,2,2,1,-98,1
1348,1,2,2,2,2,1,1,2,2,6
1349,4,2,2,2,2,2,1,1,-99,6
1350,4,1,2,2,2,2,1,1,2,6
1351,2,1,2,2,2,2,1,2,2,1
1352,1,2,2,2,2,2,1,2,2,E1_f
1353,2,2,2,2,2,2,1,1,-99,6
1354,4,2,2,2,2,2,1,1,1,8
1355,4,2,2,2,2,2,1,1,1,6
1356,2,2,2,2,2,2,1,2,2,E1_f
1357,2,1,2,2,2,2,2,2,2,E1_a
1358,2,1,2,2,2,2,2,2,2,E1_a
1359,2,1,2,2,2,2,2,1,2,1
1360,2,1,2,2,2,2,2,2,-98,E1_a
1361,2,2,2,2,2,2,1,1,1,8
1362,1,2,2,2,2,2,1,1,2,7
1363,1,2,2,2,2,2,1,1,2,6
1364,4,2,2,2,2,2,1,2,2,E1_f
1365,2,2,2,2,2,2,1,2,1,8
1366,2,1,2,2,2,2,2,2,2,E1_a
1367,1,2,2,2,2,2,1,2,2,E1_f
1368,2,1,2,2,2,2,2,1,2,1
1369,4,1,2,2,2,2,2,1,2,1
1370,2,2,2,2,2,1,2,1,2,5
1371,2,1,2,2,2,2,2,2,2,E1_a
1372,1,1,2,2,2,2,2,2,2,E1_a
1373,2,2,2,2,2,2,1,1,2,7
1374,2,1,1,2,2,2,2,2,2,1
1375,2,2,2,2,2,2,1,1,2,6
1376,1,1,2,2,2,2,2,2,2,E1_a
1377,2,2,2,2,2,2,1,2,2,E1_f
1378,2,2,2,2,2,-98,1,1,-98,6
1379,2,2,2,2,2,2,1,1,2,6
1380,2,1,2,2,2,2,2,2,2,E1_a
1381,2,1,2,2,2,2,2,2,2,E1_a
1382,1,1,2,2,2,2,1,1,1,6
1383,4,1,1,2,2,2,2,2,2,1
1384,2,2,2,2,2,2,2,1,-99,E1_g
1385,1,1,2,2,2,2,2,1,2,1
1386,2,2,2,2,2,2,1,2,2,E1_f
1387,4,1,2,2,2,2,2,1,2,1
1388,2,1,2,2,2,2,2,2,-98,E1_a
1389,2,2,2,2,1,2,2,1,-98,4
1390,4,1,-99,-99,-99,-99,-99,-99,1,8
1391,2,1,2,2,2,2,2,2,2,E1_a
1392,1,1,2,2,2,2,2,1,2,1
1393,4,2,2,2,2,2,2,1,2,E1_g
1394,2,1,2,2,2,2,2,1,-98,1
1395,2,1,2,2,2,2,2,1,2,7
1396,2,2,1,-98,-98,2,2,1,2,7
1397,2,2,2,2,2,2,2,1,2,E1_g
1398,4,1,2,2,2,2,2,2,2,E1_a
1399,2,1,2,2,2,2,2,2,2,E1_a
1400,2,1,2,2,2,2,2,1,2,1
1401,2,1,2,2,2,2,2,2,2,E1_a
1402,2,2,1,2,1,2,2,2,2,2
1403,2,2,2,2,2,2,2,1,-98,E1_g
1404,4,1,2,2,2,2,2,1,2,1
1405,4,1,2,2,2,2,2,1,2,1
1406,4,1,2,2,2,2,2,2,2,E1_a
1407,2,2,2,2,2,2,1,1,2,6
1408,5,1,2,2,2,2,2,2,2,E1_a
1409,2,1,2,1,2,2,2,1,2,3
1410,4,2,1,2,2,2,2,1,2,7
1411,4,1,1,2,2,2,2,2,2,2
1412,2,1,2,2,2,2,2,2,2,E1_a
1413,2,2,2,2,2,2,1,2,2,E1_f
1414,1,2,2,2,2,2,1,1,2,6
1415,2,2,1,2,2,2,2,2,2,E1_b
1416,4,1,2,2,2,2,2,1,1,1
1417,4,2,2,2,2,2,1,2,-98,E1_f
1418,4,1,2,2,2,2,2,2,2,E1_a
1419,2,1,2,2,2,2,2,1,2,1
1420,4,1,2,2,2,2,2,1,2,1
1421,4,1,2,2,2,2,2,2,2,E1_a
1422,2,1,2,2,2,2,2,1,2,1
1423,2,1,2,2,2,2,2,2,2,E1_a
1424,2,2,2,2,2,2,2,2,2, 
1425,2,1,2,2,2,2,2,2,-98,E1_a
1426,2,2,2,2,2,2,1,1,2,6
1427,2,1,1,2,2,2,2,1,2,1
1428,2,1,2,2,2,2,2,1,2,1
1429,2,2,2,2,2,1,2,2,2,E1_e
1430,1,2,2,2,1,2,1,1,1,8
1431,4,1,2,2,2,2,2,1,2,1
1432,5,1,2,2,2,2,2,2,2,E1_a
1433,2,1,2,2,2,2,2,2,2,E1_a
1434,4,1,2,2,2,2,2,1,2,1
1435,2,1,2,2,2,2,2,1,2,1
1436,1,1,2,2,2,2,2,2,2,E1_a
1437,2,1,2,2,2,2,2,2,2,E1_a
1438,2,1,2,2,2,2,2,2,1,1
1439,2,1,2,2,2,2,2,2,2,E1_a
1440,2,2,2,2,2,2,1,2,1,8
1441,2,2,2,2,2,2,2,1,1,8
1442,4,1,2,1,2,2,2,1,1,8
1443,2,2,2,1,2,2,2,1,-98,3
1444,2,2,2,2,2,2,1,1,-98,6
1445,2,1,2,2,2,2,2,2,2,E1_a
1446,2,1,2,2,2,2,2,1,2,1
1447,4,2,2,2,2,2,1,1,1,6
1448,5,1,2,2,2,2,2,1,2,7
1449,4,1,2,2,2,2,2,1,2,7
1450,1,2,2,2,2,1,1,2,2,6
1451,2,2,2,2,2,2,1,2,2,E1_f
1452,5,2,2,2,2,1,2,2,2,E1_e
1453,2,1,1,2,2,2,2,2,2,1
1454,2,2,2,2,2,2,1,2,1,6
1455,3,2,1,2,2,2,2,2,2,E1_b
1456,2,1,2,2,1,2,2,1,1,8
1457,2,1,1,2,2,2,2,2,2,1
1458,2,2,2,2,2,2,1,1,1,6
1459,2,1,2,2,2,2,2,1,2,1
1460,1,2,2,2,2,2,1,1,-98,7
1461,2,1,2,2,2,2,2,2,2,E1_a
1462,2,1,2,2,2,2,2,1,2,1
1463,2,1,2,2,2,2,2,2,2,E1_a
1464,1,1,2,2,2,2,2,2,2,E1_a
1465,4,2,1,2,1,2,2,1,-98,2
1466,2,1,1,2,2,2,2,1,2,1
1467,2,1,2,2,2,2,2,1,2,1
1468,4,1,2,2,2,2,2,2,2,E1_a
1469,2,2,2,1,2,2,2,1,2,7
1470,2,1,2,2,2,2,2,2,2,E1_a
1471,2,1,2,2,2,2,2,1,2,1
1472,4,2,2,2,2,1,2,1,2,5
1473,5,1,2,2,2,2,2,2,2,E1_a
1474,2,1,2,2,2,2,2,1,2,1
1475,4,1,2,2,2,2,2,1,2,1
1476,2,1,2,2,2,2,2,1,2,7
1477,4,1,2,2,2,2,2,1,2,1
1478,4,1,1,2,2,2,2,1,2,1
1479,2,-98,-98,-98,-98,1,-98,-98,-98,E1_e
1480,1,2,2,2,2,2,1,1,2,6
1481,2,1,2,2,2,2,2,1,2,1
1482,2,1,2,2,2,2,2,1,2,1
1483,2,1,2,2,2,2,2,2,2,E1_a
1484,2,1,2,2,2,2,2,1,2,1
1485,2,1,2,2,2,2,2,1,2,1
1486,4,2,2,2,2,2,1,1,1,7
1487,2,1,1,2,2,2,2,2,2,2
1488,4,2,2,2,2,2,1,1,2,6
1489,4,1,2,2,2,2,2,1,2,1
1490,2,2,2,1,2,2,2,2,2,E1_c
1491,1,1,2,2,2,2,2,1,2,7
1492,2,1,2,2,2,2,2,2,2,E1_a
1493,2,2,2,2,2,2,1,2,2,E1_f
1494,4,2,1,2,2,2,2,1,2,7
1495,2,1,2,2,2,2,2,1,2,1
1496,5,1,2,2,2,2,2,2,2,E1_a
1497,4,1,2,2,2,2,2,1,2,7
1498,2,1,2,2,2,2,2,1,2,1
1499,4,1,2,2,2,2,2,2,2,E1_a
1500,1,1,2,2,2,2,2,2,2,E1_a
1501,2,2,2,2,2,1,1,1,2,6
1502,2,1,2,2,2,2,2,1,2,1
1503,2,2,2,2,2,1,1,1,2,5
1504,1,2,2,2,1,2,1,1,2,6
1505,4,1,2,2,2,2,2,1,1,1
1506,4,1,1,2,2,2,2,1,1,2
1507,4,1,2,2,2,2,2,1,2,1
1508,2,1,2,2,2,2,2,2,2,E1_a
1509,2,1,2,2,2,2,2,2,2,E1_a
1510,4,2,1,2,1,2,2,1,2,2
1511,1,1,2,2,2,2,2,1,2,1
1512,2,2,1,2,1,1,2,2,2,2
1513,2,1,2,2,2,2,1,1,1,8
1514,1,1,2,2,2,2,2,2,2,E1_a
1515,4,2,2,2,2,2,1,2,2,E1_f
1516,2,2,2,2,1,1,2,1,1,8
1517,4,2,2,2,1,2,2,2,2,E1_d
1518,2,2,2,2,2,1,2,1,2,7
1519,1,1,2,2,2,2,2,2,2,E1_a
1520,2,2,2,2,2,2,2,2,2, 
1521,2,2,2,2,2,1,2,1,2,5
1522,1,2,2,2,2,2,1,2,2,E1_f
1523,2,1,2,2,2,2,2,1,2,1
1524,1,1,2,2,2,2,2,1,2,1
1525,1,1,2,2,2,2,2,1,2,1
1526,2,1,1,2,2,2,2,2,2,1
1527,4,2,2,2,2,1,2,2,2,E1_e
1528,4,2,2,2,2,2,1,1,-98,6
1529,1,2,2,2,2,2,1,2,2,E1_f
1530,2,2,2,2,1,2,2,1,2,7
1531,2,2,2,2,2,2,1,1,1,8
1532,4,2,2,2,2,2,1,2,2,E1_f
1533,1,1,2,2,2,2,2,2,2,E1_a
1534,2,2,2,2,2,2,1,1,2,6
1535,2,1,2,2,2,2,2,1,2,1
1536,2,2,2,2,2,2,1,2,2,E1_f
1537,2,2,2,1,1,2,2,2,2,3
1538,2,1,2,2,2,2,2,2,2,E1_a
1539,2,1,2,2,2,2,2,2,2,E1_a
1540,2,1,2,2,2,2,2,1,2,7
1541,4,1,2,2,2,2,2,2,2,E1_a
1542,2,1,2,2,2,2,2,1,2,1
1543,2,1,2,2,2,2,2,1,2,1
1544,2,1,2,2,2,2,2,2,1,8
1545,2,1,2,2,2,2,2,1,2,1
1546,2,1,2,1,2,2,2,1,1,1
1547,2,1,2,2,2,2,1,2,-98,6
1548,4,1,2,2,2,2,2,2,2,E1_a
1549,2,1,1,2,2,2,2,1,2,1
1550,2,2,2,2,2,2,1,1,1,7
1551,4,2,2,2,2,2,1,2,2,E1_f
1552,4,1,2,2,2,2,2,2,-99,E1_a
1553,2,1,2,2,2,2,2,1,2,1
1554,1,2,2,2,2,2,1,2,2,E1_f
1555,5,1,2,2,2,2,2,1,2,1
1556,2,1,2,2,2,2,2,1,2,7
1557,2,1,2,2,2,2,2,1,2,1
1558,2,1,2,2,2,2,2,1,2,1
1559,2,1,2,2,2,2,2,2,2,E1_a
1560,2,2,2,2,2,2,1,2,-99,E1_f
1561,4,2,2,2,2,1,1,1,1,8
1562,2,2,2,2,2,2,1,1,1,8
1563,2,2,2,2,2,2,1,2,2,E1_f
1564,2,1,2,2,2,2,2,2,-99,E1_a
1565,2,2,2,2,2,2,1,2,-98,E1_f
1566,2,2,2,2,2,2,1,2,2,E1_f
1567,5,2,2,2,2,1,2,2,1,8
1568,2,1,2,2,2,2,2,1,2,1
1569,1,1,2,2,2,2,2,2,2,E1_a
1570,1,1,2,2,2,2,2,1,2,1
1571,4,1,2,2,2,2,2,1,-99,1
1572,2,1,2,2,2,2,2,2,2,E1_a
1573,1,1,2,2,2,2,2,2,2,E1_a
1574,2,1,2,2,2,2,2,1,2,1
1575,2,2,2,2,2,2,2,1,2,E1_g
1576,2,1,2,2,2,2,2,2,2,E1_a
1577,2,1,2,2,2,2,2,2,2,E1_a
1578,1,1,2,2,2,2,2,2,2,E1_a
1579,2,1,2,2,2,2,2,1,1,1
1580,4,1,2,2,2,2,2,1,2,1
1581,2,2,2,2,2,2,1,2,2,E1_f
1582,2,2,2,2,2,2,2,1,1,8
1583,4,1,2,2,2,2,2,1,2,7
1584,4,1,2,2,2,2,2,1,2,7
1585,2,2,2,2,2,2,1,2,-98,E1_f
1586,2,1,1,2,2,2,2,1,2,1
1587,5,2,2,2,2,2,1,2,2,E1_f
1588,5,2,2,2,2,2,1,1,1,6
1589,2,2,2,2,2,2,2,1,2,E1_g
1590,2,2,2,2,2,1,2,1,2,7
1591,2,2,2,2,2,2,2,2,2, 
1592,2,1,2,2,2,2,2,1,2,1
1593,1,2,2,2,2,2,1,1,1,8
1594,2,1,2,2,2,2,2,1,2,1
1595,1,1,2,2,2,2,2,2,2,E1_a
1596,4,2,2,2,2,2,1,1,2,7
1597,2,1,1,2,2,2,2,1,2,1
1598,4,1,1,2,2,2,2,2,2,1
1599,2,1,2,2,2,2,2,2,2,E1_a
1600,2,1,2,2,2,2,2,1,2,1
1601,1,2,2,2,2,2,1,2,2,E1_f
1602,2,1,2,2,2,2,2,2,2,E1_a
1603,1,2,2,2,2,2,1,2,1,8
1604,5,1,2,2,2,2,2,2,2,E1_a
1605,2,1,2,2,2,2,2,2,2,E1_a
1606,2,2,2,2,2,2,1,2,2,E1_f
1607,2,1,2,2,2,2,2,2,2,E1_a
1608,4,1,2,2,2,2,2,2,2,E1_a
1609,2,1,2,2,2,2,2,2,2,E1_a
1610,4,1,2,2,2,2,2,1,2,1
1611,2,2,2,2,2,1,2,2,2,E1_e
1612,4,1,2,2,2,2,2,2,2,E1_a
1613,1,2,2,2,2,2,1,1,2,6
1614,2,1,1,2,2,2,2,1,2,1
1615,4,1,2,2,2,2,2,1,2,1
1616,2,1,1,2,2,2,2,1,2,7
1617,2,1,2,1,2,2,2,1,2,3
1618,2,1,2,2,2,2,2,1,-98,1
1619,2,2,2,2,2,2,2,1,2,E1_g
1620,2,2,2,2,2,2,1,1,2,6
1621,4,1,2,2,2,2,2,2,2,E1_a
1622,1,1,2,2,2,2,2,2,2,E1_a
1623,5,1,1,1,2,2,2,1,1,8
1624,4,2,2,1,2,2,2,1,2,7
1625,2,1,2,2,2,2,2,2,2,E1_a
1626,2,2,2,2,2,2,2,1,2,E1_g
1627,1,2,2,2,2,2,1,2,2,E1_f
1628,2,2,2,2,2,1,1,2,-98,5
1629,2,1,2,2,2,2,2,2,2,E1_a
1630,2,1,2,-99,-99,2,2,1,2,-99
1631,4,1,2,2,2,2,2,1,1,8
1632,2,1,2,2,2,2,2,2,2,E1_a
1633,2,2,1,1,1,2,2,2,2,3
1634,4,2,2,2,1,2,2,2,2,E1_d
1635,2,2,2,2,2,1,2,2,2,E1_e
1636,5,1,2,2,2,2,2,1,2,1
1637,5,1,2,2,2,2,2,2,2,E1_a
1638,2,1,2,2,2,2,2,2,2,E1_a
1639,2,1,2,2,2,2,2,2,2,E1_a
1640,4,1,2,2,2,2,2,2,2,E1_a
1641,1,1,2,2,2,2,2,2,2,E1_a
1642,4,1,2,2,2,2,2,1,2,1
1643,4,1,2,2,2,2,2,1,2,1
1644,4,2,2,1,2,2,2,2,2,E1_c
1645,2,1,2,2,2,2,2,2,2,E1_a
1646,2,1,2,2,2,2,2,1,2,1
1647,4,2,2,2,2,2,1,1,2,6
1648,4,2,2,2,2,2,1,1,2,6
1649,2,1,2,2,2,2,2,2,2,E1_a
1650,2,1,2,2,2,2,2,1,2,1
1651,4,2,2,2,2,2,1,2,2,E1_f
1652,5,1,2,2,2,2,1,2,2,6
1653,2,2,2,2,2,2,1,1,2,6
1654,1,2,2,2,2,-99,2,2,-99, 
1655,2,1,2,2,2,-99,2,1,2,1
1656,2,2,2,2,2,2,1,2,2,E1_f
1657,2,1,2,2,2,2,2,1,2,1
1658,2,2,2,1,2,2,2,2,2,E1_c
1659,2,2,2,2,2,2,1,1,2,6
1660,4,1,2,2,2,2,2,1,2,1
1661,1,1,2,2,2,2,2,1,2,7
1662,4,1,2,2,2,2,2,1,2,1
1663,2,2,2,2,1,2,2,1,2,4
1664,2,1,2,2,2,2,2,2,2,E1_a
1665,1,1,2,2,2,2,2,2,2,E1_a
1666,2,2,2,2,2,2,1,1,1,6
1667,1,1,2,2,2,2,2,2,2,E1_a
1668,4,2,2,2,2,2,1,1,1,6
1669,2,1,2,2,2,2,2,2,2,E1_a
1670,2,1,2,2,2,2,2,1,2,1
1671,2,2,2,1,1,2,2,1,2,7
1672,2,2,2,2,2,2,1,2,2,E1_f
1673,2,1,1,2,2,2,2,2,2,2
1674,2,1,2,2,2,2,2,2,2,E1_a
1675,2,1,2,2,2,2,2,2,2,E1_a
1676,2,2,2,2,2,2,1,2,2,E1_f
1677,1,2,2,2,2,2,1,2,2,E1_f
1678,2,2,2,2,2,2,1,2,2,E1_f
1679,2,2,1,2,1,2,2,1,2,7
1680,2,2,2,2,2,2,1,1,2,6
1681,2,1,2,2,2,2,2,2,2,E1_a
1682,2,2,2,2,2,2,1,2,2,E1_f
1683,2,2,2,2,2,2,1,1,2,6
1684,5,1,2,2,2,2,2,1,2,7
1685,4,1,1,1,2,2,2,1,2,1
1686,2,1,2,2,2,2,2,2,2,E1_a
1687,4,1,2,2,2,2,2,2,2,E1_a
1688,2,1,1,2,2,2,2,1,2,1
1689,4,2,2,2,2,2,2,1,2,E1_g
1690,1,2,2,2,2,2,1,1,2,6
1691,5,2,1,2,2,2,2,2,2,E1_b
1692,4,2,2,2,2,1,1,2,2,5
1693,2,2,1,2,2,2,2,1,2,2
1694,2,1,1,2,2,2,2,2,2,1
1695,2,1,2,2,2,2,2,2,2,E1_a
1696,4,2,2,2,2,2,1,2,2,E1_f
1697,4,1,2,2,2,2,2,1,2,1
1698,1,1,2,2,2,2,2,1,2,1
1699,2,1,2,2,2,2,2,1,2,1
1700,4,2,2,2,2,1,2,1,2,5
1701,2,1,2,2,2,2,2,2,2,E1_a
1702,2,1,2,2,2,2,2,1,2,1
1703,1,2,2,2,1,2,2,1,2,7
1704,4,1,2,2,2,2,2,2,2,E1_a
1705,1,2,2,2,2,2,1,1,1,6
1706,4,2,2,1,2,2,2,2,2,E1_c
1707,1,2,2,2,2,2,1,1,2,6
1708,2,1,2,2,2,2,2,2,2,E1_a
1709,2,2,2,2,1,2,2,2,1,4
1710,1,2,1,2,2,2,1,1,1,8
1711,2,2,2,2,2,2,1,2,2,E1_f
1712,2,1,2,2,2,2,2,2,2,E1_a
1713,2,1,2,2,2,2,2,1,2,1
1714,1,2,2,2,2,2,1,1,2,6
1715,4,2,2,2,2,2,2,1,2,E1_g
1716,2,2,2,2,2,2,1,2,2,E1_f
1717,5,2,2,1,2,2,2,2,2,E1_c
1718,2,1,2,2,2,2,2,1,-99,1
1719,4,1,2,2,2,2,2,2,2,E1_a
1720,2,2,2,2,2,2,1,2,-99,E1_f
1721,2,2,1,2,2,2,1,1,2,6
1722,2,1,2,2,2,2,2,1,2,1
1723,2,2,2,2,2,2,1,1,-98,6
1724,4,2,2,2,2,1,1,2,2,6
1725,4,1,2,2,2,2,2,1,2,1
1726,2,2,2,2,2,1,1,2,-99,6
1727,2,1,2,2,2,2,2,1,2,1
1728,2,1,2,2,2,2,2,2,2,E1_a
1729,2,1,2,2,2,2,2,1,-99,1
1730,2,2,2,2,2,2,2,2,2, 
1731,2,2,2,2,2,2,2,1,1,8
1732,2,1,2,2,2,2,2,1,2,1
1733,5,1,1,2,2,2,2,1,2,1
1734,2,1,2,2,2,2,2,1,1,8
1735,4,1,2,2,2,2,2,2,2,E1_a
1736,4,2,2,2,2,2,1,1,1,6
1737,2,1,2,2,2,2,2,2,2,E1_a
1738,1,2,2,2,2,2,1,2,2,E1_f
1739,2,2,1,2,1,2,2,1,2,2
1740,4,2,2,2,2,2,1,1,1,6
1741,2,1,2,2,2,2,2,1,-99,1
1742,4,2,2,2,2,2,2,2,2, 
1743,1,2,2,2,2,2,2,1,2,E1_g
1744,4,1,2,2,2,2,2,2,2,E1_a
1745,2,1,2,2,2,2,2,1,1,1
1746,4,2,2,2,2,2,1,2,1,6
1747,2,1,2,2,2,2,2,1,2,1
1748,5,2,2,2,2,2,1,1,2,7
1749,2,1,2,2,2,2,2,1,1,7
1750,2,1,2,2,2,2,2,1,2,1
1751,2,1,2,1,2,2,2,2,2,-98
1752,5,1,2,2,2,2,2,1,2,7
1753,2,2,1,1,2,2,2,1,2,7
1754,2,1,2,2,2,2,2,1,2,1
