,A1,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E1_g,E1_h,E2
592,2,1,2,2,2,2,2,2,2,E1_a
593,2,2,2,2,2,2,1,1,2,6
594,1,2,2,2,2,2,2,2,2, 
595,4,1,2,2,2,2,2,2,2,E1_a
596,4,2,2,2,2,2,1,2,2,E1_f
597,4,2,2,2,2,2,1,2,2,E1_f
598,2,2,2,2,2,2,1,2,2,E1_f
599,2,2,2,2,2,2,1,2,2,E1_f
600,2,2,2,2,2,2,1,2,2,E1_f
601,2,1,2,2,2,2,2,2,2,E1_a
602,4,2,2,2,2,2,1,1,-98,6
603,2,1,2,2,2,2,2,2,1,-100
604,2,1,2,2,2,2,2,2,2,E1_a
605,2,2,2,2,2,2,1,2,2,E1_f
606,2,2,2,2,2,2,1,2,1,6
607,1,2,2,2,2,2,1,1,2,7
608,2,2,2,2,2,2,1,1,-98,6
609,4,2,2,2,2,2,1,2,2,E1_f
610,2,1,2,2,2,2,2,1,2,1
611,2,1,2,2,2,2,2,1,1,1
612,2,1,2,2,2,2,2,1,2,1
613,2,2,2,2,2,1,2,2,2,E1_e
614,1,2,2,2,2,2,1,2,1,-98
615,2,1,2,2,2,2,2,2,2,E1_a
616,2,2,1,2,2,2,2,1,1,8
617,2,2,2,2,2,2,1,2,2,E1_f
618,2,2,2,2,2,2,1,1,1,6
619,2,2,2,2,2,2,1,1,2,7
620,2,2,2,2,2,2,1,1,1,6
621,4,2,2,2,2,2,1,1,2,7
622,2,1,2,2,2,2,2,1,2,1
623,2,2,2,2,2,2,1,1,2,6
624,2,2,2,2,2,2,1,1,1,8
625,1,2,2,2,2,2,1,1,2,6
626,2,1,2,2,2,2,2,2,2,E1_a
627,1,2,2,2,2,1,2,1,1,-98
628,2,2,2,1,2,2,2,1,2,7
629,2,2,2,2,2,2,1,1,1,8
630,1,2,2,2,2,2,1,2,2,E1_f
631,2,2,2,2,2,2,1,2,2,E1_f
632,2,2,2,2,2,2,1,1,1,6
633,4,2,2,2,1,1,2,2,2,5
634,1,1,2,2,2,2,2,2,1,8
635,2,1,2,2,2,2,2,1,2,1
636,2,2,2,2,2,2,1,2,-99,E1_f
637,4,2,2,2,1,2,2,2,-99,E1_d
638,5,2,2,2,2,2,2,1,2,E1_g
639,2,2,2,2,2,2,1,2,2,E1_f
640,2,1,2,2,2,2,2,2,2,E1_a
641,1,2,2,1,2,1,2,1,2,3
642,1,-99,-99,-99,-99,-99,1,-99,-99,E1_f
643,2,1,2,2,2,2,2,1,2,1
644,2,1,2,2,2,2,2,1,2,7
645,5,1,2,2,2,2,2,2,2,E1_a
646,2,2,2,2,2,2,1,1,1,6
647,1,2,2,2,2,2,1,2,2,E1_f
648,2,1,2,2,2,2,2,2,2,E1_a
649,4,1,2,2,2,2,2,1,-98,1
650,2,2,2,2,2,2,1,2,2,E1_f
651,2,2,2,2,1,2,2,1,2,4
652,2,2,2,1,2,2,2,1,2,3
653,1,1,2,2,2,2,2,1,2,1
654,2,1,2,2,2,2,2,2,2,E1_a
655,2,1,2,2,2,2,2,2,2,E1_a
656,2,1,2,2,2,2,2,1,2,1
657,1,1,2,2,2,2,2,2,2,E1_a
658,1,2,2,2,2,2,1,2,2,E1_f
659,2,1,2,2,2,2,2,1,2,1
660,2,2,2,2,2,2,1,1,2,6
661,2,1,2,2,2,2,2,2,2,E1_a
662,2,1,2,2,2,2,2,2,2,E1_a
663,2,1,2,2,2,2,2,1,2,1
664,2,1,1,2,2,2,2,1,2,7
665,2,2,2,2,2,2,1,1,2,6
666,1,1,2,2,2,2,2,1,2,1
667,2,2,1,2,2,2,2,1,2,7
668,2,2,2,2,2,2,1,2,1,8
669,2,1,2,2,2,2,2,1,2,1
670,2,1,2,2,2,2,2,2,2,E1_a
671,2,2,2,2,2,2,1,1,2,6
672,2,2,1,2,1,2,2,2,2,2
673,2,1,2,2,2,2,2,2,2,E1_a
674,1,1,2,2,2,2,2,1,2,1
675,2,1,2,2,2,2,2,2,2,E1_a
676,2,2,2,2,2,2,1,2,2,E1_f
677,2,1,2,2,2,2,2,1,2,1
678,1,2,2,2,2,2,1,1,1,6
679,2,1,2,2,2,2,2,2,2,E1_a
680,2,1,2,2,2,2,2,2,2,E1_a
681,2,1,2,2,2,2,2,2,2,E1_a
682,2,2,2,2,2,2,1,1,1,8
683,4,2,2,2,2,2,2,2,2, 
684,5,2,2,1,2,2,2,1,2,3
685,2,2,2,1,2,2,2,2,2,E1_c
686,2,1,2,2,2,2,2,2,2,E1_a
687,2,1,2,2,2,2,2,1,2,1
688,2,1,2,2,2,2,2,1,-98,1
689,2,1,2,2,2,2,2,2,2,E1_a
690,2,2,2,2,2,2,1,2,1,6
691,4,1,2,2,2,2,2,1,2,1
692,2,1,2,2,2,2,2,1,2,1
693,2,1,1,2,2,2,2,1,2,1
694,1,1,2,2,2,2,2,1,2,1
695,4,1,2,2,2,2,2,1,2,7
696,2,1,2,2,2,2,2,1,2,1
697,2,1,2,2,2,2,2,2,2,E1_a
698,2,1,2,2,2,2,2,2,2,E1_a
699,2,1,2,2,2,2,2,1,2,7
700,4,1,2,2,2,2,2,2,2,E1_a
701,2,2,2,2,2,2,1,2,2,E1_f
702,5,1,2,2,2,2,2,1,2,1
703,2,2,2,1,2,2,2,1,2,3
704,2,2,2,2,2,2,1,2,2,E1_f
705,5,2,2,2,2,1,2,2,2,E1_e
706,2,1,2,2,2,2,2,2,2,E1_a
707,2,2,2,2,2,2,1,2,2,E1_f
708,4,1,2,2,2,2,2,2,2,E1_a
709,1,1,2,2,2,2,2,2,2,E1_a
710,2,1,2,2,2,2,2,2,2,E1_a
711,2,1,2,2,2,2,2,1,-98,1
712,4,1,2,2,2,2,2,1,2,1
713,2,2,2,2,2,1,1,1,1,6
714,2,1,2,2,2,2,2,1,2,1
715,2,1,2,2,2,2,2,2,2,E1_a
716,1,2,2,2,2,2,1,1,1,6
717,2,2,1,2,2,2,2,2,2,E1_b
718,2,1,2,2,2,2,2,1,2,7
719,2,2,2,2,2,2,1,1,-99,6
720,4,1,2,2,2,2,2,1,2,1
721,4,2,2,2,2,2,1,2,2,E1_f
722,2,1,2,2,2,2,2,1,2,1
723,2,1,2,2,2,2,2,2,2,E1_a
724,2,2,2,2,2,2,1,2,2,E1_f
725,5,1,2,2,2,2,2,2,2,E1_a
726,5,1,2,2,2,2,2,1,-99,1
727,2,1,1,2,2,2,2,1,2,1
728,1,2,2,2,2,2,-99,2,1,E1_h
729,2,1,2,2,2,2,-98,1,-99,1
730,2,2,2,2,2,1,2,1,1,8
731,4,1,2,2,2,2,2,1,2,1
732,1,1,2,2,2,2,2,2,2,E1_a
733,4,2,1,2,2,2,1,1,2,6
734,4,1,2,2,2,2,2,1,2,1
735,1,1,2,2,2,2,2,2,2,E1_a
736,2,2,2,2,2,2,1,1,2,6
737,5,1,2,2,2,2,2,2,2,E1_a
738,4,2,2,2,2,2,2,1,2,E1_g
739,4,1,2,2,2,2,2,1,2,1
740,1,1,1,2,2,2,2,1,1,1
741,1,1,2,2,2,2,2,2,2,E1_a
742,2,1,2,2,2,2,2,1,-98,1
743,2,1,2,2,2,2,2,1,2,1
744,2,1,2,2,2,2,2,2,2,E1_a
745,2,2,2,2,2,1,2,1,2,7
746,2,1,2,2,2,2,2,1,1,1
747,4,1,2,2,2,2,2,1,2,1
748,2,2,2,2,2,2,2,1,2,E1_g
749,1,2,2,2,2,2,1,2,2,E1_f
750,2,1,2,2,2,2,2,1,2,1
751,2,1,2,2,2,2,2,2,2,E1_a
752,1,1,2,2,2,2,2,1,1,1
753,2,1,2,2,2,2,2,1,2,1
754,4,1,2,2,2,2,2,1,2,1
755,2,1,2,2,2,2,2,2,2,E1_a
756,2,2,2,2,2,2,1,2,2,E1_f
757,1,1,2,2,2,2,2,1,2,1
758,2,1,2,2,2,2,2,2,2,E1_a
759,2,1,2,2,2,2,2,1,2,1
760,2,1,2,2,2,2,2,2,2,E1_a
761,4,1,2,2,2,2,2,2,2,E1_a
762,2,1,2,2,2,2,2,2,2,E1_a
763,2,1,2,2,2,2,2,1,2,1
764,2,1,1,2,2,2,2,1,-98,7
765,2,1,2,2,2,2,2,1,2,1
766,1,2,2,2,2,2,1,2,2,E1_f
767,4,2,2,2,2,2,-98,1,2,E1_g
768,2,2,2,2,2,2,1,1,1,8
769,2,1,2,2,2,2,2,2,2,E1_a
770,4,2,2,2,2,2,2,2,1,E1_h
771,4,1,2,2,2,2,2,2,2,E1_a
772,2,1,2,2,2,2,2,1,2,1
773,2,1,2,2,2,2,2,1,1,1
774,2,1,2,2,2,1,2,1,2,1
775,2,2,1,2,2,2,2,2,-98,E1_b
776,4,1,2,2,2,2,2,2,2,E1_a
777,1,2,2,2,1,1,2,1,2,5
778,4,2,2,2,2,2,1,2,2,E1_f
779,2,2,2,2,1,2,2,2,2,E1_d
780,1,1,1,2,2,2,2,1,2,1
781,4,2,2,2,2,2,1,2,2,E1_f
782,4,1,2,2,2,2,2,1,1,1
783,2,1,2,2,2,2,2,1,2,1
784,2,2,2,2,2,2,1,1,1,7
785,2,2,1,1,2,2,2,2,2,3
786,2,1,2,2,2,2,2,2,2,E1_a
787,2,1,2,2,2,2,2,1,2,1
788,4,1,2,2,2,2,2,1,1,1
789,4,1,2,2,2,2,2,2,2,E1_a
790,1,1,2,2,2,2,2,2,2,E1_a
791,2,1,2,2,2,2,2,1,1,1
792,2,1,2,2,2,2,2,1,1,1
793,2,2,2,2,2,2,2,1,2,E1_g
794,4,1,2,2,2,2,2,2,2,E1_a
795,1,2,2,2,2,2,1,2,2,E1_f
796,2,1,2,2,2,2,2,2,2,E1_a
797,4,1,2,2,2,2,2,2,2,E1_a
798,1,2,2,2,2,2,1,1,-98,6
799,2,2,2,2,2,2,1,1,2,6
800,2,1,1,2,2,2,2,2,2,1
801,2,1,2,2,2,2,2,1,2,1
802,2,2,2,2,2,2,1,2,2,E1_f
803,4,2,2,2,2,2,1,2,2,E1_f
804,2,1,2,2,2,2,2,1,1,-100
805,2,1,2,2,2,2,2,2,2,E1_a
806,4,1,2,2,2,2,2,2,2,E1_a
807,5,2,2,2,2,1,2,1,2,5
808,2,1,2,2,2,2,2,2,2,E1_a
809,2,2,-99,2,1,2,1,1,2,6
810,2,1,2,2,2,2,2,2,2,E1_a
811,2,1,2,2,2,2,2,1,-98,1
812,4,2,2,2,2,1,2,2,2,E1_e
813,2,2,2,2,2,2,1,1,2,6
814,2,1,2,2,2,2,2,1,2,7
815,2,1,2,2,2,2,2,1,2,1
816,5,2,2,2,2,1,2,1,2,5
817,2,1,2,2,2,2,2,1,2,1
818,4,2,1,2,2,2,2,1,2,2
819,2,1,2,2,2,2,2,2,-99,E1_a
820,4,2,2,2,2,2,1,2,2,E1_f
821,2,1,2,2,2,2,1,2,-98,1
822,2,2,2,2,1,1,2,2,2,5
823,2,1,2,2,2,2,2,1,2,1
824,2,2,2,2,2,2,1,1,1,8
825,4,1,2,2,2,2,2,2,2,E1_a
826,4,2,1,1,2,2,2,2,2,3
827,1,1,2,2,2,2,2,2,2,E1_a
828,2,1,2,2,2,2,2,2,2,E1_a
829,4,1,2,2,2,2,2,1,2,1
830,2,2,2,2,2,2,1,1,1,6
831,4,2,1,1,2,2,2,1,1,2
832,2,1,2,2,2,2,2,1,2,1
833,4,1,2,2,2,2,1,2,2,6
834,1,2,2,2,2,2,1,1,1,8
835,4,1,2,2,2,2,2,1,1,1
836,2,1,2,2,2,2,2,1,2,1
837,4,1,2,2,2,2,2,2,2,E1_a
838,2,1,2,2,2,2,2,2,2,E1_a
839,4,1,2,2,2,2,2,2,2,E1_a
840,2,1,2,2,2,2,2,1,2,1
841,2,1,2,2,2,2,2,2,2,E1_a
842,2,1,2,2,1,2,2,2,2,1
843,4,1,2,2,2,2,2,2,2,E1_a
844,2,2,2,2,2,2,1,1,-99,6
845,2,1,2,2,2,2,2,1,2,7
846,2,1,2,2,2,2,2,2,2,E1_a
847,2,1,2,2,2,2,2,1,2,1
848,4,2,1,2,2,2,1,1,2,6
849,2,2,2,2,2,2,1,1,2,6
850,2,1,1,2,2,2,2,1,2,7
851,1,1,2,2,2,2,2,1,1,1
852,4,2,2,2,2,2,1,2,1,6
853,2,1,2,2,2,2,2,2,2,E1_a
854,2,2,2,2,2,2,2,1,2,E1_g
855,2,1,2,2,2,2,2,1,2,1
856,2,1,2,2,2,2,1,1,2,6
857,2,2,2,2,2,1,1,2,2,5
858,1,2,2,2,2,2,1,1,2,6
859,1,2,2,2,2,2,1,2,1,8
860,4,1,2,2,2,2,2,2,1,1
861,2,2,2,2,2,2,1,2,1,8
862,2,1,2,2,2,2,2,2,2,E1_a
863,2,2,2,2,2,2,1,1,2,6
864,2,2,2,2,2,2,1,2,2,E1_f
865,4,2,2,2,1,2,2,1,2,7
866,2,1,2,2,2,2,2,1,2,1
867,2,1,2,2,2,2,2,2,2,E1_a
868,2,2,2,2,2,1,1,1,2,6
869,4,1,2,2,2,2,1,2,2,1
870,2,2,1,2,1,2,2,1,2,7
871,2,1,2,2,2,2,2,2,2,E1_a
872,2,2,2,2,1,2,2,1,2,7
873,2,2,2,2,2,1,1,2,2,6
874,2,1,2,2,2,2,2,1,1,8
875,1,2,2,2,2,2,1,2,1,6
876,2,2,2,2,2,2,2,1,2,E1_g
877,2,2,2,2,2,2,1,1,2,6
878,4,1,2,2,2,2,2,1,2,7
879,2,1,2,2,2,2,2,2,2,E1_a
880,1,1,2,2,2,2,1,2,2,6
881,2,2,2,1,2,2,1,2,-98,3
882,1,1,1,2,2,2,2,2,2,1
883,2,2,2,2,2,1,2,2,2,E1_e
884,2,2,2,2,2,2,1,1,2,6
885,2,1,2,2,2,2,2,2,2,E1_a
886,2,1,2,2,2,2,2,2,2,E1_a
887,4,1,2,2,2,2,2,2,2,E1_a
888,1,1,2,2,2,2,2,1,2,1
889,4,2,2,2,1,2,2,2,2,E1_d
890,4,1,2,2,2,2,2,1,2,1
891,2,1,2,2,2,2,2,2,2,E1_a
892,2,2,2,2,2,2,1,2,2,E1_f
893,1,1,2,2,2,2,2,1,2,1
894,2,1,2,2,2,2,2,1,1,1
895,4,1,2,2,2,2,2,2,2,E1_a
896,2,2,2,2,2,2,1,2,-98,E1_f
897,2,1,2,2,2,2,2,2,2,E1_a
898,5,2,2,2,2,1,1,1,2,5
899,1,1,2,2,2,2,2,2,2,E1_a
900,2,1,2,2,2,2,2,1,2,1
901,2,1,2,2,2,2,2,2,-98,E1_a
902,2,1,2,2,2,2,2,1,2,1
903,2,2,2,2,2,2,1,2,2,E1_f
904,2,2,2,2,2,2,1,1,2,6
905,2,1,2,2,2,2,2,2,2,E1_a
906,2,2,2,2,2,2,1,1,2,6
907,2,2,2,2,2,1,2,2,-98,E1_e
908,1,1,2,2,2,2,2,1,2,1
909,2,1,2,2,2,2,2,2,2,E1_a
910,2,1,2,2,2,2,2,1,2,1
911,2,2,2,2,2,2,1,1,2,7
912,4,1,2,2,2,2,2,1,2,1
913,2,2,2,2,1,2,2,1,2,7
914,2,2,2,1,2,1,2,2,2,3
915,4,1,2,2,2,2,2,1,2,1
916,4,1,1,2,2,2,2,1,2,1
917,2,1,2,2,2,2,2,1,-99,-99
918,2,2,2,2,2,2,1,1,2,7
919,4,1,2,2,2,2,2,2,2,E1_a
920,2,1,2,2,2,2,2,1,2,1
921,2,2,2,1,1,2,2,1,1,8
922,2,1,2,2,2,2,2,1,2,1
923,2,1,2,2,2,2,2,1,2,7
924,2,2,1,2,2,2,2,1,-98,2
925,2,2,2,2,2,2,2,1,1,-100
926,2,1,1,2,2,2,2,2,2,2
927,4,2,2,2,2,1,1,1,2,5
928,2,1,2,2,2,2,1,2,2,6
929,4,1,2,2,2,2,2,1,1,7
930,2,2,2,2,2,2,1,2,2,E1_f
931,2,2,2,2,2,2,1,1,2,7
932,4,1,1,2,2,2,2,1,1,1
933,2,2,2,1,1,2,2,2,2,3
934,4,2,2,2,2,2,1,1,2,7
935,4,1,2,2,2,2,2,2,2,E1_a
936,2,2,2,1,2,2,2,1,2,3
937,2,1,2,2,2,2,2,2,2,E1_a
938,4,1,2,2,2,2,2,1,2,1
939,2,2,2,2,2,2,1,1,2,6
940,2,2,2,2,2,2,1,1,2,6
941,5,1,2,2,2,2,2,2,2,E1_a
942,3,2,2,2,2,2,1,1,1,8
943,2,1,2,2,2,2,2,1,2,7
944,1,2,2,2,2,2,1,2,2,E1_f
945,2,2,2,2,1,2,2,1,1,8
946,2,1,2,2,2,2,2,1,-98,1
947,2,1,2,2,2,2,2,1,-98,1
948,4,1,1,2,2,2,2,1,2,1
949,2,1,2,2,2,2,2,2,2,E1_a
950,2,2,1,2,2,2,2,1,1,8
951,4,1,2,2,2,2,2,1,1,1
952,2,1,2,2,2,2,2,2,2,E1_a
953,1,1,2,2,2,2,2,2,2,E1_a
954,4,1,2,2,2,2,2,2,2,E1_a
955,2,1,2,2,2,2,2,1,2,1
956,2,2,2,2,2,2,2,1,2,E1_g
957,4,1,1,2,2,2,2,2,2,2
958,2,2,2,2,2,2,1,2,2,E1_f
959,2,2,2,2,2,2,1,1,-98,6
960,4,2,2,2,2,2,1,2,2,E1_f
961,1,1,1,2,1,2,2,1,1,8
962,1,1,2,2,2,2,2,2,2,E1_a
963,2,1,2,2,2,2,2,1,2,1
964,1,2,2,2,2,2,1,2,2,E1_f
965,2,2,2,2,1,2,2,1,1,8
966,2,1,2,2,2,2,2,1,2,1
967,2,2,2,2,2,2,1,2,2,E1_f
968,4,2,2,2,2,2,1,2,2,E1_f
969,4,2,2,2,2,2,1,2,2,E1_f
970,4,1,2,2,2,2,2,1,2,1
971,2,1,2,2,2,2,2,2,2,E1_a
972,1,1,2,2,2,2,2,2,2,E1_a
973,2,2,2,1,-98,2,2,1,1,7
974,1,2,2,2,2,2,1,2,2,E1_f
975,1,1,2,2,2,2,2,2,2,E1_a
976,2,2,1,2,1,2,2,2,2,2
977,1,2,2,2,2,2,1,2,2,E1_f
978,2,1,2,2,2,2,2,2,2,E1_a
979,2,2,2,2,2,1,1,1,2,5
980,1,1,2,2,2,2,2,1,2,1
981,4,1,2,2,2,2,2,2,1,-100
982,5,2,2,2,2,1,2,2,2,E1_e
983,2,2,2,2,2,2,1,1,2,6
984,2,2,2,2,2,2,1,1,1,8
985,1,1,2,2,2,2,2,2,2,E1_a
986,5,1,2,2,2,2,2,2,2,E1_a
987,2,1,2,2,2,2,2,1,1,1
988,2,1,2,2,2,2,2,1,2,7
989,2,1,2,2,2,2,2,1,2,1
990,2,1,2,2,2,2,1,2,2,1
991,4,1,2,2,2,2,2,1,-98,1
992,2,1,2,2,2,2,2,1,2,1
993,1,2,2,2,2,2,1,1,1,6
994,1,2,2,2,2,2,1,2,2,E1_f
995,2,2,2,2,2,2,1,1,1,6
996,1,2,1,2,2,2,2,1,2,7
997,2,1,2,2,2,2,2,1,2,1
998,4,1,2,2,2,2,2,2,2,E1_a
999,2,2,2,2,2,2,2,1,2,E1_g
1000,2,1,1,2,2,2,2,1,2,2
1001,4,1,2,2,2,2,2,2,2,E1_a
1002,4,1,2,2,2,2,2,1,2,1
1003,2,1,2,2,2,2,2,2,2,E1_a
1004,2,2,2,2,2,2,1,1,1,6
1005,2,1,2,2,2,2,2,1,2,1
1006,2,2,2,2,2,2,1,1,1,8
1007,4,1,2,2,2,2,2,2,2,E1_a
1008,1,1,2,2,2,2,2,2,2,E1_a
1009,2,2,2,2,2,2,1,2,2,E1_f
1010,2,1,2,2,2,2,2,2,2,E1_a
1011,2,1,2,2,2,2,2,2,2,E1_a
1012,4,1,2,2,2,2,2,1,2,1
1013,4,1,2,2,2,2,2,2,2,E1_a
1014,4,2,2,2,2,2,2,1,2,E1_g
1015,2,2,2,2,2,2,1,1,2,6
1016,1,2,2,2,2,2,1,2,2,E1_f
1017,2,1,2,2,2,2,1,2,2,1
1018,2,1,2,2,2,2,2,2,2,E1_a
1019,1,1,2,2,2,2,1,1,1,6
1020,2,1,2,2,2,2,2,1,2,1
1021,5,2,2,1,2,2,2,1,2,3
1022,1,1,2,2,2,2,2,2,2,E1_a
1023,2,1,2,2,2,2,2,2,2,E1_a
1024,2,2,2,2,2,2,1,2,2,E1_f
1025,2,1,2,2,2,2,2,2,2,E1_a
1026,2,1,1,2,2,2,2,2,2,1
1027,2,1,2,2,2,2,2,1,2,1
1028,4,1,2,2,2,2,2,1,2,7
1029,2,1,2,2,2,2,2,1,2,1
1030,4,1,2,2,2,2,2,1,-98,1
1031,2,2,2,2,2,1,1,1,2,6
1032,4,2,2,2,2,2,1,2,2,E1_f
1033,4,2,2,2,2,2,2,2,2, 
1034,2,1,2,2,2,2,2,2,2,E1_a
1035,2,2,2,2,2,2,1,1,2,6
1036,4,1,1,2,2,2,2,2,2,1
1037,4,2,2,2,2,2,2,1,-99,E1_g
1038,2,1,2,2,2,2,2,1,2,1
1039,2,2,2,2,2,1,1,2,2,5
1040,4,2,2,2,2,2,1,2,2,E1_f
1041,4,1,2,2,2,2,2,1,2,7
1042,2,1,2,2,2,2,2,2,2,E1_a
1043,4,2,1,2,2,2,2,1,2,7
1044,2,1,2,2,2,2,2,1,2,7
1045,2,1,2,2,2,2,2,2,2,E1_a
1046,2,1,2,2,2,2,2,2,2,E1_a
1047,2,1,2,2,2,2,2,2,2,E1_a
1048,4,2,2,2,2,2,2,1,2,E1_g
1049,2,2,2,2,2,2,1,2,2,E1_f
1050,2,1,2,2,2,2,1,1,2,6
1051,1,1,1,2,2,2,2,1,2,1
1052,2,1,2,2,2,2,2,1,2,1
1053,2,1,2,2,2,2,2,1,2,1
1054,4,1,2,2,2,2,2,2,2,E1_a
1055,2,2,1,2,1,2,2,1,2,7
1056,1,2,2,2,2,2,1,1,2,6
1057,1,1,2,2,2,2,2,1,2,1
1058,2,2,2,2,2,2,1,1,2,7
1059,2,1,2,2,2,2,2,1,2,1
1060,4,1,2,2,2,2,2,2,-98,E1_a
1061,2,1,2,2,2,2,2,1,-98,1
1062,2,2,2,2,2,2,1,2,2,E1_f
1063,1,1,2,2,2,2,2,2,2,E1_a
1064,2,1,2,2,2,2,2,1,2,1
1065,4,1,2,2,2,2,2,1,2,1
1066,2,1,2,2,2,2,2,1,2,1
1067,2,2,2,2,2,2,1,2,2,E1_f
1068,4,1,2,2,2,2,2,1,2,7
1069,4,1,2,2,2,2,2,1,2,1
1070,2,2,2,2,1,2,1,1,2,6
1071,4,1,2,2,2,2,2,1,2,1
1072,4,2,2,2,1,2,2,1,-98,7
1073,4,1,2,2,2,1,2,2,1,8
1074,2,1,2,2,2,2,2,2,2,E1_a
1075,4,1,2,2,2,2,2,2,2,E1_a
1076,2,2,1,2,2,2,1,1,1,6
1077,2,1,2,2,2,2,2,1,2,1
1078,2,2,1,2,2,2,1,1,2,6
1079,2,1,1,2,2,2,2,1,2,1
1080,2,1,2,2,2,2,2,2,2,E1_a
1081,4,2,2,2,2,2,1,2,-98,E1_f
1082,2,1,2,2,2,2,2,1,2,1
1083,2,1,2,2,2,2,2,2,2,E1_a
1084,2,1,2,2,2,2,2,1,2,1
1085,4,1,2,2,2,2,2,1,2,1
1086,4,1,2,2,2,2,2,1,2,1
1087,2,2,2,2,2,2,2,1,2,E1_g
1088,2,1,2,2,2,2,2,1,2,7
1089,2,1,2,2,2,2,2,1,2,7
1090,2,1,2,2,2,2,2,1,2,1
1091,4,2,2,2,2,2,1,2,2,E1_f
1092,5,2,2,2,2,2,1,2,2,E1_f
1093,1,2,2,2,2,2,1,1,2,6
1094,2,1,2,2,2,2,2,2,2,E1_a
1095,4,1,2,2,2,2,2,2,2,E1_a
1096,2,2,2,2,2,1,1,1,2,6
1097,3,1,2,2,2,2,2,1,2,1
1098,5,2,2,2,2,1,1,1,2,6
1099,4,1,2,2,2,2,2,1,2,1
1100,1,1,2,2,2,2,2,1,-99,7
1101,4,2,2,2,2,2,1,2,1,6
1102,2,1,2,2,2,2,2,1,2,1
1103,2,2,2,2,2,2,1,2,2,E1_f
1104,2,1,2,2,2,2,2,1,2,7
1105,2,1,2,2,2,2,2,1,2,1
1106,2,2,2,2,2,2,1,1,2,6
1107,2,1,2,2,2,2,2,2,2,E1_a
1108,4,2,2,2,2,2,1,2,1,6
1109,2,2,2,2,2,2,1,2,2,E1_f
1110,2,2,2,2,2,2,2,2,1,E1_h
1111,2,2,2,2,2,2,1,1,2,6
1112,4,1,2,2,2,2,2,2,2,E1_a
1113,2,2,2,2,2,2,1,1,1,6
1114,2,2,2,1,2,2,2,2,2,E1_c
1115,2,2,2,2,2,2,1,2,2,E1_f
1116,1,2,2,2,2,2,2,2,1,E1_h
1117,2,2,2,2,2,2,1,1,2,6
1118,2,2,2,1,2,2,1,2,-98,3
1119,2,1,2,2,2,2,2,2,2,E1_a
1120,2,1,2,2,2,2,2,2,2,E1_a
1121,2,1,2,2,2,2,2,1,2,1
1122,2,1,2,2,2,1,2,2,2,1
1123,2,2,2,2,2,2,1,1,1,6
1124,2,1,2,2,2,2,2,2,2,E1_a
1125,4,2,2,2,2,2,2,1,1,7
1126,2,2,2,2,2,2,1,1,2,6
1127,2,1,2,2,2,2,2,2,2,E1_a
1128,5,1,2,2,2,2,2,2,1,-100
1129,2,1,2,1,2,2,1,2,2,6
1130,2,2,2,2,2,2,2,2,2, 
1131,2,1,2,2,2,2,2,1,-98,7
1132,2,2,2,2,2,2,1,1,-98,6
1133,5,1,2,2,2,2,2,2,2,E1_a
1134,2,2,2,2,1,2,1,1,1,8
1135,2,2,2,2,2,2,1,1,2,6
1136,2,1,2,2,2,2,2,1,2,1
1137,2,1,2,2,2,2,2,1,2,1
1138,4,1,1,2,2,2,2,1,2,1
1139,2,1,2,2,2,2,2,2,2,E1_a
1140,2,1,2,2,2,1,2,2,2,1
1141,4,2,2,2,2,2,1,2,2,E1_f
1142,2,1,2,2,2,2,2,2,1,1
1143,2,2,2,2,2,2,1,1,2,6
1144,4,1,1,2,2,2,2,1,2,7
1145,2,1,2,2,2,2,2,1,2,1
1146,2,1,1,2,2,2,2,1,2,1
1147,2,2,2,2,2,2,1,1,1,6
1148,2,2,2,2,2,2,1,1,2,6
1149,2,2,2,2,2,2,1,2,-98,E1_f
1150,2,2,2,2,2,1,2,1,2,5
1151,2,2,2,2,2,2,1,1,1,6
1152,2,2,2,2,2,2,1,2,2,E1_f
1153,5,1,2,2,2,2,2,1,2,1
1154,1,1,2,2,2,2,2,1,2,1
1155,2,1,2,2,2,2,2,2,2,E1_a
1156,1,2,2,2,2,2,1,1,2,6
1157,2,1,2,2,2,2,2,1,2,1
1158,2,1,2,2,2,2,2,1,2,1
1159,1,2,2,2,2,2,1,2,2,E1_f
1160,2,2,2,1,1,2,2,1,2,3
1161,2,1,2,2,2,2,2,1,2,1
1162,2,2,2,1,2,2,2,2,2,E1_c
1163,2,1,2,2,2,2,2,1,2,1
1164,2,1,2,2,2,2,2,1,2,1
1165,2,1,2,2,2,2,2,2,-98,E1_a
1166,1,2,2,1,2,2,2,1,2,3
1167,2,2,2,2,2,2,1,2,2,E1_f
1168,2,1,2,2,2,2,2,2,2,E1_a
1169,5,1,1,2,2,2,2,1,2,1
1170,1,1,2,2,2,2,2,1,1,1
1171,2,1,2,2,2,2,2,2,2,E1_a
1172,2,1,2,2,2,2,2,2,2,E1_a
1173,2,1,1,2,2,2,2,1,1,1
1174,4,1,2,2,2,2,2,1,2,1
1175,2,1,2,2,2,2,2,2,2,E1_a
1176,2,1,2,2,2,2,2,1,2,1
1177,2,2,2,2,2,2,1,1,2,6
1178,2,2,2,2,2,2,1,2,2,E1_f
1179,2,2,2,2,2,2,1,2,2,E1_f
1180,5,1,2,2,2,2,2,2,2,E1_a
1181,2,1,2,2,2,2,2,2,2,E1_a
